step	op	A_coord	B_coord
11812	GAP_B	2245067	NA
11848	GAP_B	2253646	NA
11853	GAP_A	NA	3061348
11866	GAP_A	NA	3063852
11867	GAP_B	2257656	NA
11868	GAP_B	2258172	NA
11870	GAP_B	2258753	NA
11886	GAP_A	NA	3069401
11890	GAP_A	NA	3070296
11891	GAP_B	2264099	NA
11892	GAP_B	2264482	NA
11908	GAP_A	NA	3073707
11921	GAP_A	NA	3076217
11926	GAP_A	NA	3079147
11928	GAP_A	NA	3079522
11931	GAP_B	2273557	NA
11942	GAP_A	NA	3082203
11947	GAP_B	2276545	NA
11958	GAP_A	NA	3085404
11959	GAP_A	NA	3085416
11963	GAP_A	NA	3086444
11964	GAP_B	2280245	NA
11965	GAP_B	2280586	NA
11974	GAP_A	NA	3089170
11977	GAP_A	NA	3090879
11978	GAP_B	2284587	NA
11979	GAP_B	2284680	NA
11980	GAP_B	2284968	NA
11985	GAP_B	2287003	NA
11988	GAP_A	NA	3094202
11991	GAP_B	2288482	NA
11992	GAP_B	2289071	NA
11995	GAP_B	2290081	NA
12001	GAP_B	2290943	NA
12002	GAP_B	2291232	NA
12016	GAP_B	2293638	NA
12052	GAP_B	2300916	NA
12053	GAP_B	2301018	NA
12058	GAP_A	NA	3106491
12063	GAP_A	NA	3107211
12069	GAP_A	NA	3109126
12070	GAP_B	2304305	NA
12085	GAP_B	2308138	NA
12091	GAP_B	2309239	NA
12103	GAP_A	NA	3116338
12118	GAP_B	2314801	NA
12126	GAP_B	2316421	NA
12135	GAP_B	2317473	NA
12147	GAP_B	2320089	NA
12148	GAP_B	2320231	NA
12149	GAP_B	2320240	NA
12150	GAP_B	2320432	NA
12151	GAP_B	2320834	NA
12152	GAP_B	2321043	NA
12153	GAP_B	2321277	NA
12154	GAP_B	2321527	NA
12155	GAP_B	2321565	NA
12156	GAP_B	2321674	NA
12157	GAP_B	2321694	NA
12158	GAP_B	2321701	NA
12159	GAP_B	2321838	NA
12160	GAP_B	2322186	NA
12161	GAP_B	2322248	NA
12164	GAP_B	2322900	NA
12167	GAP_B	2323233	NA
12168	GAP_B	2324179	NA
12169	GAP_B	2324288	NA
12170	GAP_B	2324486	NA
12172	GAP_B	2324729	NA
12173	GAP_B	2324809	NA
12174	GAP_B	2324817	NA
12175	GAP_B	2324853	NA
12176	GAP_B	2324883	NA
12177	GAP_B	2325221	NA
12178	GAP_B	2325279	NA
12179	GAP_B	2325400	NA
12180	GAP_B	2325498	NA
12181	GAP_B	2325699	NA
12182	GAP_B	2325895	NA
12183	GAP_B	2325918	NA
12184	GAP_B	2327041	NA
12185	GAP_B	2327448	NA
12186	GAP_B	2327462	NA
12192	GAP_B	2328506	NA
12203	GAP_A	NA	3129356
12205	GAP_B	2332316	NA
12207	GAP_B	2333288	NA
12264	GAP_A	NA	3139559
12270	GAP_B	2343004	NA
12295	GAP_A	NA	3144724
12296	GAP_A	NA	3144730
12300	GAP_A	NA	3144910
12305	GAP_A	NA	3145432
12306	GAP_A	NA	3145811
12307	GAP_A	NA	3145914
12308	GAP_A	NA	3145997
12309	GAP_A	NA	3146259
12310	GAP_A	NA	3147020
12311	GAP_A	NA	3147169
12312	GAP_A	NA	3147410
12313	GAP_A	NA	3148089
12314	GAP_A	NA	3148610
12315	GAP_A	NA	3149869
12317	GAP_A	NA	3150964
12318	GAP_B	2349214	NA
12327	GAP_A	NA	3152793
12342	GAP_B	2354391	NA
12345	GAP_A	NA	3155991
12348	GAP_A	NA	3156778
12360	GAP_A	NA	3158777
12362	GAP_A	NA	3159005
12381	GAP_A	NA	3162569
12384	GAP_A	NA	3163451
12391	GAP_A	NA	3165782
12393	GAP_A	NA	3166479
12394	GAP_A	NA	3166702
12426	GAP_B	2375827	NA
12437	GAP_B	2377914	NA
12441	GAP_A	NA	3179409
12446	GAP_B	2380936	NA
12449	GAP_B	2381808	NA
12451	GAP_A	NA	3181993
12452	GAP_A	NA	3182277
12455	GAP_B	2383621	NA
12459	GAP_B	2385103	NA
12460	GAP_B	2386225	NA
12465	GAP_B	2387349	NA
12466	GAP_B	2387488	NA
12467	GAP_B	2387627	NA
12468	GAP_B	2387957	NA
12469	GAP_B	2388095	NA
12470	GAP_B	2389370	NA
12471	GAP_B	2389400	NA
12472	GAP_B	2389682	NA
12474	GAP_B	2390128	NA
12483	GAP_A	NA	3188539
12489	GAP_B	2392948	NA
12522	GAP_A	NA	3195783
12523	GAP_A	NA	3196412
12524	GAP_B	2399657	NA
12525	GAP_B	2400556	NA
12526	GAP_B	2400636	NA
12557	GAP_B	2405801	NA
12632	GAP_B	2422977	NA
12634	GAP_A	NA	3219311
12635	GAP_B	2423956	NA
12666	GAP_B	2430349	NA
12694	GAP_B	2437488	NA
12696	GAP_B	2438810	NA
12698	GAP_A	NA	3234738
12701	GAP_A	NA	3235301
12702	GAP_A	NA	3236200
12703	GAP_A	NA	3236293
12710	GAP_A	NA	3238322
12714	GAP_B	2443362	NA
12717	GAP_A	NA	3240482
12719	GAP_A	NA	3241093
12720	GAP_A	NA	3241153
12724	GAP_B	2444846	NA
12730	GAP_B	2446164	NA
12736	GAP_A	NA	3242847
12737	GAP_A	NA	3243119
12739	GAP_B	2446528	NA
12747	GAP_A	NA	3244866
12749	GAP_B	2448745	NA
12751	GAP_A	NA	3246229
12752	GAP_A	NA	3246813
12753	GAP_B	2450927	NA
12757	GAP_A	NA	3247799
12758	GAP_A	NA	3248385
12763	GAP_B	2452498	NA
12766	GAP_B	2454010	NA
12768	GAP_A	NA	3249801
12770	GAP_B	2454485	NA
12772	GAP_B	2454853	NA
12775	GAP_A	NA	3251259
12776	GAP_A	NA	3251821
12777	GAP_A	NA	3251863
12779	GAP_A	NA	3252152
12780	GAP_B	2455745	NA
12781	GAP_B	2455889	NA
12782	GAP_B	2456494	NA
12788	GAP_A	NA	3254914
12792	GAP_B	2459449	NA
12798	GAP_A	NA	3256880
12807	GAP_A	NA	3259788
12811	GAP_A	NA	3260316
12814	GAP_B	2464382	NA
12818	GAP_A	NA	3261873
12821	GAP_A	NA	3262445
12828	GAP_A	NA	3264159
12829	GAP_A	NA	3265279
12832	GAP_A	NA	3266178
12833	GAP_A	NA	3267413
12834	GAP_A	NA	3267729
12836	GAP_B	2468571	NA
12838	GAP_A	NA	3268327
12839	GAP_A	NA	3268672
12841	GAP_A	NA	3269203
12843	GAP_A	NA	3269668
12844	GAP_A	NA	3269788
12845	GAP_A	NA	3269891
12847	GAP_A	NA	3270892
12850	GAP_A	NA	3271212
12853	GAP_A	NA	3272137
12855	GAP_B	2474247	NA
12857	GAP_A	NA	3272595
12858	GAP_A	NA	3272620
12860	GAP_A	NA	3273329
12861	GAP_A	NA	3273525
12862	GAP_A	NA	3273560
12863	GAP_A	NA	3273677
12866	GAP_B	2475567	NA
12868	GAP_A	NA	3273890
12869	GAP_A	NA	3273899
12871	GAP_A	NA	3274123
12872	GAP_B	2476232	NA
12874	GAP_A	NA	3274496
12875	GAP_A	NA	3274510
12876	GAP_A	NA	3274523
12877	GAP_A	NA	3274609
12878	GAP_B	2477167	NA
12880	GAP_A	NA	3274862
12881	GAP_A	NA	3274936
12884	GAP_A	NA	3275838
12885	GAP_A	NA	3275856
12886	GAP_A	NA	3276065
12887	GAP_A	NA	3276137
12888	GAP_A	NA	3276149
12889	GAP_A	NA	3276191
12890	GAP_A	NA	3276674
12891	GAP_A	NA	3276875
12892	GAP_A	NA	3277054
12893	GAP_A	NA	3277135
12906	GAP_A	NA	3279960
12917	GAP_B	2485407	NA
12919	GAP_B	2485758	NA
12923	GAP_A	NA	3284920
12929	GAP_B	2487664	NA
12966	GAP_A	NA	3296099
12975	GAP_A	NA	3297669
12977	GAP_B	2499641	NA
12998	GAP_A	NA	3301622
13001	GAP_A	NA	3302601
13028	GAP_A	NA	3309074
13045	GAP_B	2513352	NA
13049	GAP_B	2514019	NA
13050	GAP_B	2514735	NA
13055	GAP_A	NA	3313075
13057	GAP_B	2516331	NA
13061	GAP_B	2518056	NA
13063	GAP_A	NA	3315520
13064	GAP_A	NA	3315858
13065	GAP_A	NA	3316177
13067	GAP_A	NA	3317289
13068	GAP_A	NA	3317385
13069	GAP_A	NA	3317703
13086	GAP_B	2521228	NA
13087	GAP_B	2522024	NA
13088	GAP_B	2522452	NA
13089	GAP_B	2523078	NA
13090	GAP_B	2523711	NA
13091	GAP_B	2523805	NA
13093	GAP_B	2524424	NA
13094	GAP_B	2524472	NA
13095	GAP_B	2524754	NA
13096	GAP_B	2525104	NA
13097	GAP_B	2525594	NA
13123	GAP_A	NA	3327112
13145	GAP_B	2537625	NA
13146	GAP_B	2537949	NA
13147	GAP_B	2537970	NA
13149	GAP_B	2538150	NA
13154	GAP_A	NA	3332454
13166	GAP_A	NA	3334482
13170	GAP_A	NA	3335624
13171	GAP_B	2542260	NA
13172	GAP_B	2542359	NA
13173	GAP_B	2543219	NA
13181	GAP_B	2545172	NA
13182	GAP_B	2545306	NA
13183	GAP_B	2545746	NA
13184	GAP_B	2545924	NA
13186	GAP_A	NA	3338865
13189	GAP_B	2546801	NA
13196	GAP_B	2548230	NA
13199	GAP_B	2548590	NA
13206	GAP_B	2549930	NA
13225	GAP_A	NA	3346902
13240	GAP_B	2556754	NA
13248	GAP_B	2557974	NA
13252	GAP_B	2558274	NA
13253	GAP_B	2558818	NA
13254	GAP_B	2559086	NA
13255	GAP_B	2559242	NA
13256	GAP_B	2559387	NA
13257	GAP_B	2559439	NA
13258	GAP_B	2559918	NA
13259	GAP_B	2560271	NA
13260	GAP_B	2560291	NA
13261	GAP_B	2560514	NA
13262	GAP_B	2560781	NA
13263	GAP_B	2560836	NA
13264	GAP_B	2561732	NA
13266	GAP_B	2562256	NA
13267	GAP_B	2562531	NA
13268	GAP_B	2563060	NA
13269	GAP_B	2563432	NA
13270	GAP_B	2563761	NA
13271	GAP_B	2563915	NA
13272	GAP_B	2564060	NA
13273	GAP_B	2564429	NA
13274	GAP_B	2564614	NA
13275	GAP_B	2565115	NA
13276	GAP_B	2565256	NA
13301	GAP_A	NA	3356261
13302	GAP_A	NA	3357265
13303	GAP_B	2570231	NA
13309	GAP_A	NA	3359228
13311	GAP_A	NA	3359462
13336	GAP_B	2577201	NA
13337	GAP_B	2577210	NA
13355	GAP_B	2580289	NA
13361	GAP_A	NA	3367180
13363	GAP_B	2581222	NA
13374	GAP_A	NA	3370411
13376	GAP_A	NA	3370555
13377	GAP_A	NA	3370828
13378	GAP_B	2584597	NA
13403	GAP_B	2593292	NA
13407	GAP_B	2594772	NA
13409	GAP_A	NA	3381685
13423	GAP_B	2599564	NA
13433	GAP_A	NA	3387714
13452	GAP_B	2606170	NA
13456	GAP_A	NA	3393267
13460	GAP_B	2608370	NA
13497	GAP_A	NA	3400834
13499	GAP_A	NA	3400906
13523	GAP_B	2618945	NA
13543	GAP_A	NA	3410107
13549	GAP_A	NA	3411140
13550	GAP_B	2625162	NA
13551	GAP_B	2625553	NA
13556	GAP_A	NA	3412923
13559	GAP_B	2627725	NA
13560	GAP_B	2628110	NA
13561	GAP_B	2628404	NA
13575	GAP_A	NA	3419094
13589	GAP_B	2635746	NA
13608	GAP_B	2641009	NA
13612	GAP_B	2641203	NA
13631	GAP_A	NA	3429582
13633	GAP_A	NA	3430130
13634	GAP_A	NA	3430193
13635	GAP_A	NA	3430576
13636	GAP_A	NA	3430625
13639	GAP_A	NA	3431524
13640	GAP_A	NA	3431533
13641	GAP_A	NA	3432111
13645	GAP_A	NA	3433373
13646	GAP_A	NA	3433478
13647	GAP_A	NA	3433712
13649	GAP_A	NA	3433787
13650	GAP_A	NA	3433920
13651	GAP_A	NA	3434153
13652	GAP_A	NA	3434832
13653	GAP_A	NA	3434840
13654	GAP_A	NA	3434876
13655	GAP_A	NA	3435204
13665	GAP_B	2646361	NA
13675	GAP_B	2647345	NA
13679	GAP_B	2647843	NA
13689	GAP_B	2650199	NA
13701	GAP_A	NA	3443688
13702	GAP_B	2652880	NA
13716	GAP_A	NA	3447164
13723	GAP_A	NA	3448818
13724	GAP_B	2658326	NA
13725	GAP_B	2658796	NA
13730	GAP_A	NA	3450439
13732	GAP_B	2660025	NA
13746	GAP_A	NA	3454349
13747	GAP_B	2664011	NA
13748	GAP_B	2664521	NA
13798	GAP_B	2673756	NA
13799	GAP_B	2673880	NA
13801	GAP_B	2674827	NA
13803	GAP_B	2675094	NA
13817	GAP_B	2678706	NA
13821	GAP_A	NA	3470726
13822	GAP_A	NA	3471610
13823	GAP_B	2680387	NA
13826	GAP_A	NA	3472751
13834	GAP_B	2683789	NA
13856	GAP_A	NA	3480387
13858	GAP_A	NA	3480678
13859	GAP_B	2690474	NA
13860	GAP_B	2690971	NA
13898	GAP_B	2700922	NA
13920	GAP_B	2704969	NA
13939	GAP_B	2707390	NA
13957	GAP_B	2712322	NA
13963	GAP_B	2713510	NA
13966	GAP_B	2714340	NA
13970	GAP_A	NA	3505349
13971	GAP_A	NA	3506015
13972	GAP_B	2715313	NA
13987	GAP_A	NA	3509546
13990	GAP_A	NA	3510312
13991	GAP_A	NA	3510741
13992	GAP_B	2720276	NA
14009	GAP_B	2723244	NA
14020	GAP_A	NA	3515272
14022	GAP_B	2725426	NA
14049	GAP_A	NA	3525675
14054	GAP_B	2736535	NA
14071	GAP_B	2740244	NA
14113	GAP_B	2749364	NA
14132	GAP_B	2752975	NA
14140	GAP_B	2755787	NA
14144	GAP_A	NA	3546573
14145	GAP_B	2757328	NA
14148	GAP_A	NA	3548087
14149	GAP_A	NA	3549393
14150	GAP_B	2758407	NA
14151	GAP_B	2758467	NA
14155	GAP_A	NA	3552431
14157	GAP_A	NA	3553151
14160	GAP_B	2760510	NA
14161	GAP_B	2760568	NA
14166	GAP_A	NA	3556309
14169	GAP_A	NA	3557336
14170	GAP_B	2762084	NA
14171	GAP_B	2762319	NA
14174	GAP_A	NA	3558229
14176	GAP_B	2762867	NA
14177	GAP_B	2762993	NA
14180	GAP_B	2763411	NA
14185	GAP_B	2763994	NA
14187	GAP_B	2764588	NA
14188	GAP_B	2764616	NA
14190	GAP_A	NA	3561004
14193	GAP_A	NA	3562235
14194	GAP_B	2765211	NA
14196	GAP_A	NA	3563875
14197	GAP_A	NA	3564040
14201	GAP_B	2766172	NA
14207	GAP_B	2768084	NA
14210	GAP_B	2771804	NA
14211	GAP_B	2771837	NA
14212	GAP_B	2772610	NA
14213	GAP_B	2772649	NA
14214	GAP_B	2772795	NA
14215	GAP_B	2772802	NA
14217	GAP_B	2773074	NA
14218	GAP_B	2773104	NA
14219	GAP_B	2773379	NA
14220	GAP_B	2774829	NA
14221	GAP_B	2775958	NA
14225	GAP_A	NA	3568578
14229	GAP_B	2779398	NA
14232	GAP_B	2780317	NA
14233	GAP_B	2783081	NA
14236	GAP_A	NA	3569791
14237	GAP_B	2783798	NA
14239	GAP_A	NA	3571465
14244	GAP_A	NA	3573757
14245	GAP_A	NA	3574089
14246	GAP_A	NA	3575358
14248	GAP_A	NA	3576085
14254	GAP_B	2788859	NA
14266	GAP_A	NA	3581174
14268	GAP_B	2792264	NA
14270	GAP_A	NA	3581741
14271	GAP_A	NA	3581957
14272	GAP_A	NA	3582292
14277	GAP_A	NA	3583221
14287	GAP_A	NA	3584352
14291	GAP_B	2795651	NA
14298	GAP_A	NA	3587110
14309	GAP_A	NA	3590286
14310	GAP_A	NA	3590885
14311	GAP_A	NA	3591134
14312	GAP_A	NA	3591313
14332	GAP_A	NA	3597951
14336	GAP_B	2806969	NA
14342	GAP_A	NA	3599501
14344	GAP_A	NA	3600388
14345	GAP_B	2808350	NA
14346	GAP_B	2808613	NA
14347	GAP_B	2808745	NA
14348	GAP_B	2809186	NA
14349	GAP_B	2809241	NA
14354	GAP_B	2811093	NA
14363	GAP_A	NA	3604419
14364	GAP_B	2812971	NA
14366	GAP_B	2813079	NA
14371	GAP_B	2814373	NA
14412	GAP_A	NA	3614415
14413	GAP_B	2823196	NA
14414	GAP_B	2823526	NA
14437	GAP_B	2829160	NA
14451	GAP_A	NA	3622885
14469	GAP_B	2836911	NA
14471	GAP_A	NA	3628000
14475	GAP_B	2838865	NA
14476	GAP_B	2838901	NA
14485	GAP_A	NA	3631202
14492	GAP_A	NA	3632612
14493	GAP_B	2841595	NA
14495	GAP_A	NA	3632896
14505	GAP_B	2844362	NA
14535	GAP_A	NA	3644358
14536	GAP_B	2853376	NA
14537	GAP_B	2854358	NA
14541	GAP_B	2855155	NA
14543	GAP_A	NA	3645792
14558	GAP_B	2858921	NA
14559	GAP_B	2859042	NA
14565	GAP_A	NA	3651354
14566	GAP_A	NA	3651823
14570	GAP_B	2860732	NA
14572	GAP_B	2861439	NA
14573	GAP_B	2861783	NA
14577	GAP_B	2862474	NA
14578	GAP_B	2862567	NA
14581	GAP_B	2864185	NA
14582	GAP_B	2864862	NA
14586	GAP_B	2865546	NA
14599	GAP_B	2870168	NA
14618	GAP_B	2874227	NA
14621	GAP_B	2874471	NA
14624	GAP_B	2874543	NA
14633	GAP_A	NA	3663068
14638	GAP_A	NA	3664733
14639	GAP_B	2876912	NA
14641	GAP_B	2878548	NA
14643	GAP_A	NA	3666543
14645	GAP_B	2879273	NA
14647	GAP_A	NA	3666711
14652	GAP_A	NA	3667002
14659	GAP_A	NA	3667619
14660	GAP_A	NA	3668110
14665	GAP_A	NA	3669601
14667	GAP_A	NA	3670869
14669	GAP_B	2882575	NA
14670	GAP_B	2883408	NA
14672	GAP_A	NA	3671505
14675	GAP_A	NA	3672223
14676	GAP_B	2884111	NA
14679	GAP_A	NA	3672668
14680	GAP_A	NA	3672971
14685	GAP_A	NA	3674036
14686	GAP_B	2886714	NA
14687	GAP_B	2887089	NA
14706	GAP_A	NA	3677218
14716	GAP_B	2893189	NA
14720	GAP_A	NA	3682317
14721	GAP_B	2894901	NA
14722	GAP_B	2895310	NA
14725	GAP_A	NA	3684934
14728	GAP_B	2898010	NA
14732	GAP_A	NA	3685981
14736	GAP_B	2899850	NA
14739	GAP_B	2900836	NA
14746	GAP_A	NA	3689867
14751	GAP_A	NA	3690462
14754	GAP_A	NA	3690764
14755	GAP_A	NA	3692173
14756	GAP_A	NA	3692376
14757	GAP_B	2903349	NA
14760	GAP_A	NA	3692828
14762	GAP_A	NA	3693807
14763	GAP_A	NA	3694771
14764	GAP_A	NA	3695162
14765	GAP_A	NA	3695206
14767	GAP_A	NA	3695677
14785	GAP_B	2908682	NA
14793	GAP_B	2910522	NA
14824	GAP_A	NA	3706894
14825	GAP_B	2917197	NA
14826	GAP_B	2917698	NA
14828	GAP_B	2918230	NA
14832	GAP_A	NA	3708210
14854	GAP_A	NA	3711557
14863	GAP_A	NA	3715617
14868	GAP_A	NA	3717136
14895	GAP_B	2933364	NA
14909	GAP_A	NA	3726588
14910	GAP_A	NA	3727161
14911	GAP_A	NA	3727179
14912	GAP_A	NA	3727458
14913	GAP_B	2936890	NA
14922	GAP_B	2939891	NA
14938	GAP_B	2945337	NA
14945	GAP_A	NA	3737017
14967	GAP_A	NA	3742719
14970	GAP_A	NA	3743336
14972	GAP_A	NA	3743390
15011	GAP_A	NA	3751886
15032	GAP_B	2966843	NA
15081	GAP_A	NA	3769678
15082	GAP_A	NA	3770410
15083	GAP_B	2979978	NA
15093	GAP_A	NA	3773110
15095	GAP_B	2983410	NA
15107	GAP_B	2988465	NA
15113	GAP_A	NA	3780198
15114	GAP_B	2990604	NA
15118	GAP_B	2992588	NA
15120	GAP_B	2992808	NA
15122	GAP_A	NA	3783469
15128	GAP_A	NA	3786275
15129	GAP_A	NA	3786384
15130	GAP_A	NA	3787093
15131	GAP_A	NA	3787159
15132	GAP_A	NA	3787323
15133	GAP_A	NA	3787438
15134	GAP_A	NA	3787618
15135	GAP_A	NA	3787764
15136	GAP_A	NA	3787780
15137	GAP_A	NA	3788443
15139	GAP_A	NA	3788781
15141	GAP_A	NA	3789479
15142	GAP_A	NA	3790061
15144	GAP_A	NA	3791018
15145	GAP_A	NA	3791083
15146	GAP_A	NA	3791691
15147	GAP_A	NA	3792470
15148	GAP_A	NA	3793296
15149	GAP_A	NA	3793927
15151	GAP_A	NA	3794377
15153	GAP_A	NA	3794982
15154	GAP_A	NA	3795375
15155	GAP_A	NA	3795783
15156	GAP_A	NA	3796243
15157	GAP_A	NA	3796653
15158	GAP_A	NA	3796982
15159	GAP_A	NA	3797047
15160	GAP_A	NA	3797071
15161	GAP_A	NA	3797264
15162	GAP_A	NA	3797311
15164	GAP_A	NA	3798107
15165	GAP_A	NA	3798121
15166	GAP_A	NA	3798347
15167	GAP_A	NA	3798413
15168	GAP_A	NA	3798432
15170	GAP_A	NA	3799610
15171	GAP_A	NA	3799885
15172	GAP_A	NA	3799987
15173	GAP_A	NA	3800100
15174	GAP_A	NA	3800435
15175	GAP_A	NA	3800481
15176	GAP_A	NA	3800923
15177	GAP_A	NA	3801241
15179	GAP_A	NA	3802515
15180	GAP_A	NA	3802707
15181	GAP_A	NA	3802990
15182	GAP_A	NA	3803144
15183	GAP_A	NA	3803726
15192	GAP_B	3002859	NA
15206	GAP_A	NA	3811480
15217	GAP_A	NA	3814685
15240	GAP_A	NA	3820300
15241	GAP_B	3014843	NA
15242	GAP_B	3015639	NA
15246	GAP_B	3018179	NA
15270	GAP_A	NA	3828746
15283	GAP_A	NA	3831044
15284	GAP_B	3025586	NA
15285	GAP_B	3025827	NA
15286	GAP_B	3026340	NA
15290	GAP_B	3027752	NA
15301	GAP_A	NA	3835791
15302	GAP_B	3030333	NA
15303	GAP_B	3031088	NA
15317	GAP_B	3034141	NA
15331	GAP_B	3035425	NA
15351	GAP_A	NA	3845575
15353	GAP_B	3040374	NA
15359	GAP_B	3042394	NA
15367	GAP_B	3044912	NA
15368	GAP_B	3045288	NA
15369	GAP_B	3045364	NA
15370	GAP_B	3045634	NA
15379	GAP_A	NA	3851831
15387	GAP_A	NA	3854559
15408	GAP_B	3056518	NA
15411	GAP_A	NA	3861486
15459	GAP_B	3064264	NA
15462	GAP_B	3064346	NA
15485	GAP_A	NA	3872621
15487	GAP_B	3068760	NA
15517	GAP_A	NA	3879119
15518	GAP_B	3074301	NA
15520	GAP_A	NA	3879338
15521	GAP_A	NA	3879365
15522	GAP_A	NA	3879455
15523	GAP_A	NA	3879512
15524	GAP_A	NA	3879959
15525	GAP_A	NA	3880422
15526	GAP_A	NA	3880466
15527	GAP_A	NA	3880538
15528	GAP_A	NA	3881650
15529	GAP_A	NA	3882092
15530	GAP_A	NA	3882205
15531	GAP_A	NA	3882220
15553	GAP_A	NA	3890350
15562	GAP_A	NA	3891445
15563	GAP_A	NA	3892172
15565	GAP_A	NA	3892397
15602	GAP_A	NA	3900224
15626	GAP_A	NA	3903903
15627	GAP_A	NA	3904254
15628	GAP_B	3095085	NA
15662	GAP_B	3106585	NA
15678	GAP_A	NA	3918952
15679	GAP_B	3110046	NA
15681	GAP_B	3110759	NA
15682	GAP_B	3111285	NA
15683	GAP_B	3112196	NA
15685	GAP_B	3112355	NA
15686	GAP_B	3112389	NA
15689	GAP_B	3113168	NA
15690	GAP_B	3113615	NA
15691	GAP_B	3113916	NA
15693	GAP_B	3114617	NA
15694	GAP_B	3114740	NA
15696	GAP_A	NA	3921451
15700	GAP_B	3115550	NA
15702	GAP_B	3116085	NA
15703	GAP_B	3116117	NA
15704	GAP_B	3116279	NA
15705	GAP_B	3116585	NA
15707	GAP_B	3116937	NA
15708	GAP_B	3116947	NA
15709	GAP_B	3116970	NA
15712	GAP_B	3117081	NA
15713	GAP_B	3117104	NA
15717	GAP_B	3118064	NA
15719	GAP_A	NA	3924148
15720	GAP_B	3118484	NA
15721	GAP_B	3118524	NA
15723	GAP_B	3118958	NA
15724	GAP_B	3119020	NA
15725	GAP_B	3119576	NA
15727	GAP_A	NA	3927021
15728	GAP_B	3120082	NA
15729	GAP_B	3120235	NA
15730	GAP_B	3120717	NA
15731	GAP_B	3120939	NA
15732	GAP_B	3121210	NA
15734	GAP_B	3121800	NA
15736	GAP_B	3122079	NA
15738	GAP_A	NA	3928344
15739	GAP_B	3122856	NA
15740	GAP_B	3123048	NA
15742	GAP_B	3123630	NA
15743	GAP_B	3123669	NA
15748	GAP_A	NA	3930528
15750	GAP_B	3125239	NA
15751	GAP_B	3125688	NA
15753	GAP_B	3125877	NA
15754	GAP_B	3126077	NA
15755	GAP_B	3126773	NA
15756	GAP_B	3127205	NA
15758	GAP_B	3127434	NA
15760	GAP_B	3127685	NA
15762	GAP_B	3127919	NA
15764	GAP_A	NA	3932979
15765	GAP_A	NA	3935141
15767	GAP_A	NA	3936698
15768	GAP_B	3128699	NA
15770	GAP_A	NA	3938199
15772	GAP_A	NA	3938692
15773	GAP_B	3128861	NA
15774	GAP_B	3128865	NA
15779	GAP_A	NA	3939922
15781	GAP_B	3129331	NA
15782	GAP_B	3129341	NA
15784	GAP_B	3129449	NA
15785	GAP_B	3129534	NA
15786	GAP_B	3129599	NA
15788	GAP_B	3129810	NA
15790	GAP_B	3130085	NA
15792	GAP_B	3130693	NA
15793	GAP_B	3130932	NA
15794	GAP_B	3131183	NA
15797	GAP_B	3131613	NA
15798	GAP_B	3131930	NA
15800	GAP_B	3132818	NA
15801	GAP_B	3133241	NA
15802	GAP_B	3133321	NA
15803	GAP_B	3134604	NA
15804	GAP_B	3134841	NA
15811	GAP_A	NA	3944797
15824	GAP_A	NA	3946748
15830	GAP_B	3140628	NA
15832	GAP_B	3140926	NA
15837	GAP_A	NA	3949192
15843	GAP_B	3142308	NA
15867	GAP_B	3148772	NA
15898	GAP_A	NA	3963549
15916	GAP_B	3159676	NA
15946	GAP_A	NA	3971864
15967	GAP_B	3167531	NA
15968	GAP_B	3168268	NA
15983	GAP_A	NA	3978168
15984	GAP_A	NA	3978873
15985	GAP_A	NA	3978991
15986	GAP_A	NA	3979090
15987	GAP_A	NA	3979360
15988	GAP_A	NA	3979893
15989	GAP_A	NA	3979962
15990	GAP_A	NA	3980321
15992	GAP_A	NA	3981082
15993	GAP_A	NA	3981152
15994	GAP_A	NA	3981215
15995	GAP_A	NA	3981258
15996	GAP_A	NA	3981349
15997	GAP_A	NA	3982220
15998	GAP_A	NA	3982808
15999	GAP_A	NA	3982870
16000	GAP_A	NA	3983383
16002	GAP_A	NA	3984073
16003	GAP_A	NA	3984301
16004	GAP_A	NA	3984953
16006	GAP_A	NA	3985490
16007	GAP_A	NA	3985538
16008	GAP_A	NA	3985589
16009	GAP_A	NA	3985749
16010	GAP_A	NA	3985781
16012	GAP_A	NA	3985964
16014	GAP_A	NA	3986047
16017	GAP_A	NA	3986807
16018	GAP_A	NA	3986847
16078	GAP_B	3185084	NA
16079	GAP_B	3185100	NA
16082	GAP_B	3186018	NA
16083	GAP_B	3186239	NA
16084	GAP_B	3186766	NA
16085	GAP_B	3186790	NA
16087	GAP_B	3187067	NA
16090	GAP_B	3187999	NA
16091	GAP_B	3188642	NA
16093	GAP_B	3189154	NA
16094	GAP_B	3189393	NA
16096	GAP_B	3190377	NA
16097	GAP_B	3190621	NA
16099	GAP_B	3191402	NA
16100	GAP_B	3191932	NA
16103	GAP_B	3192693	NA
16105	GAP_B	3193133	NA
16123	GAP_A	NA	4004369
16130	GAP_A	NA	4006646
16132	GAP_B	3199875	NA
16133	GAP_B	3200118	NA
16168	GAP_B	3207507	NA
16172	GAP_B	3208151	NA
16212	GAP_A	NA	4021599
16215	GAP_A	NA	4023034
16220	GAP_B	3217540	NA
16221	GAP_B	3217657	NA
16241	GAP_A	NA	4028562
16267	GAP_B	3225524	NA
16298	GAP_A	NA	4039539
16299	GAP_A	NA	4039544
16301	GAP_A	NA	4039733
16332	GAP_A	NA	4043750
16333	GAP_B	3236904	NA
16334	GAP_B	3237342	NA
16355	GAP_B	3242297	NA
16370	GAP_B	3243585	NA
